text,sentiment
kirim cepat barang sesuai gambar,positif
mantap amanah,positif
kirim barang cepat produk seauai pesan,positif
bagus murah murah,Negatif
waktubisa byr pakai bank jugamurah bayak diskon gratis ongkir,positif
bantu,Positif
suka belanja shopeecuma aplikasi leletlambatsemoga depan bagus,negatif
cepat,Negatif
keren,Negatif
ok shopee,positif
bagus recomendded,Negatif
terimakasih shopee,positif
beli produk harga total saldo shopeepay saldo shopeepay syarat syarat nyeleneh bayar shopee pay kayak saldo mepet apa sulit bayar kasih bintang poin plus diskon ya,positif
shopee ok,positif
spx expedisi lot,negatif
majuu shoppe kerja layan publik ya,positif
belanja mudah hemat,Positif
sih bagus diskon iklan ya ganggu banget skip tolong hapus iklan ya ganggu banget lebay iklan ya,positif
belanja shopee sesuai barang teliti cek out,Negatif
aplikasi bagus banget belanja apa,negatif
jos pokoke,Positif
shopee ok banget,positif
top markotop pokok ya,positif
moga pesan sesuai aplikasi ya,positif
nge bug server error jaring bagus biasa kayak lazada,negatif
bagus sesuai,positif
aplikasi bantu beli barang apa,negatif
puas,positif
sepatu ya pas banget anak,positif
keren deh,Positif
kasih diskon akun ku,positif
terima kasih sohpeesemoga maju suka belanja shopee,positif
top dek toko oren,positif
mantaaabsss,Negatif
suka baik,Negatif
josjiss,Negatif
bantu mudah belanja butuh,negatif
tolong update belanja onlinebru kali shopee masalah,negatif
kasih bintang bagus apl ya,positif
belanja online nyaman,positif
pelyanan muas,positif
diskon,positif
mntp toko online cekik harga ongkir,positif
percayamurah kirim cepat,positif
selau sesuai harap,positif
waktuharap tahana,Negatif
kirim sngat lambatsya ambil reguler ongkirnya mahaltpi datang lambat hemat ya sngat buruk,Positif
shopee is the best,Positif
pesan kali shopee,Positif
perfect pokok,Positif
aplikasi bantu muas,Negatif
opsional pilih belanja online,negatif
terima kasih shopee toko amanah,positif
belanja mudah,Negatif
mantap mudah beli barang lengkap,positif
mantap shipee,positif
shope jelek berat ngotak dikit masuk langsung diarahin videolive ngelag dodol,negatif
terimakasih percaya nyaman membelimenjual,positif
mantap banget soping,positif
suka kirim shoope sesuai jadwal sesuai tagih,positif
oke mantap,positif
cepat mudah aman,Positif
bagus banget,positif
mantap tanggung,Negatif
puas belanja shoope,positif
shopee aplikasi pusat belanja online rekomendasi jamin aman nyaman percaya barang barang murah mantap deh shopee moga depan manfaat konsumen,positif
bagus cepat,Negatif
kirim cepat barang sesuai gratis ongkir shopee ok,positif
belanja mudah murah,Positif
kirim sesuai pesan hrg,positif
shopee top,positif
gue kasih bintang deh pokok shopee baik belanja online terkadang sedia barang kirim barang sesuai skripsi pengaruh konsumen shopee sellerseller buat blokir akun cabut izin pokok shopee,positif
mudah cepat percaya,positif
mantap,positif
belanja shoppe senang harga saing pokok recommended beli bajuperlengkapan rumah beli elektronik harga bas juta pokok shopee baik,positif
belanja nyaman praktis ribet free ongkirnya,positif
bagus sesuai mohon update apk penuh data simpan,negatif
keren,Negatif
pesnan cepat,Positif
puas,positif
bagus,Positif
bagus kadang cepat kadang lambat kirim ya,positif
apk ya bagus saran ajakalo beleh sih tambah kuota gratis khusus buka apk shopee nyakhususnya user guna kuota pakai kuota buka apk ya ya kuota mbak mingulebih papa kuota habis pesan barang buka shopee nyajadi beli paket thanks user paket data daerah no wifi,positif
sep,Negatif
jasa kirim ya akurat laku buruk buruk asli,positif
suka belanja shopee katna ongkos kirim murah,positif
aplikasi untung,negatif
buka,Negatif
bagua barang laku,Negatif
susah cari driver pas pesan makan,negatif
sesui pesan,Negatif
manfaat untung,positif
keren mudah,Positif
aplikasi oke sih spx ya tolong baik barang pesan retur konfirmasi langgan kirim lebih estimasi,positif
kirim cepat,positif
bagus sih cod retur paket,positif
murah murah,Positif
mantab boyyy,Negatif
barang terima kondisi,positif
nih aplikasi masalah ngubah jenis bayar ubah jasa kirim bawa eror jaring,Negatif
murah jamin,negatif
ngeleg pas malam shopee mohon ubah koneksi jaring aman aman,positif
shopee bantu terima kasih shopee,positif
sistem aman shopee ketat masak iya limit spaylater spinjam bobol tipu,negatif
shopee joss belanja online amanah percaya,positif
aplikasi busuk tolong fitur shopee video otomatis masuk shoppe video buka aplikasi langsung masuk livevideo ngebug suara hilang,negatif
aplikasi shoppe guna pas buka shoppe ya tuh ngeleg dikit wifi bagus ngeleng ya tolong ilangin ya,positif
the best,Negatif
apk gajelaslemot banget,positif
suka secroll kesal banget serius,Positif
senang mudah,Positif
solusi malas belanja rumah saat duit pakai spaylater nyais the best,positif
enak perakris keluar uang deh shoping serba murah,negatif
keren,Negatif
belanja praktis,positif
suka,Positif
bagus mantap,positif
mantap deh kualitas barang sesuai harga pesan shopee,positif
belanja online dshopee mng enak simple capek jalan ongkos transportasi cari belanja nya shopee sih kmdhn payy letter nya utangn bayar maaf tolong min akun payy letter aktif beku doonnggg tnks ya min kerj nya,positif
benar gratis ongkir,positif
maaf aktipasi akun,Positif
top ongkirnya mehong,positif
nyaman senang,positif
bagus komplit sayang boros kuota video mutar,negatif
spaylater spinjamgagal pakai apk,Positif
puas belanja shopeebanyak barang butuh,Positif
manfaat,positif
bangus,Positif
murah,Negatif
guna mak mak malas belanja lengkap,Positif
akses ya cepat mantap,positif
barang sesuai,positif
barang order cepat sampaa,Negatif
puas belanja shopee,positif
mantap shopee,positif
mudah belanja rumah belanja,positif
hormat shopee bantu belanja online mohon tingkat bayar apk goopy dana terima kasih,positif
pesan estimasi info maaf sellalu fakta shoope lelet molor alas gaya sistem operasional turun,negatif
kasih vocer pulsa pakai niat asih,negatif
barange sesuai gambar recommended banget asli nyaman kirim cepat,positif
mantraaappp,Positif
aplikasi shopee bagus metode bayar belanja shopee tolong nih kemarin belanja aplikasi shopee belanja,negatif
pesan sesuai,positif
aplikasi bantu,negatif
shopee aplikasi shoping online baik saran toko n jual nakal masalah blacklist langgan guna shopee rugi tingkat kenyam aman langgan moga shopee lancar sukses selaluterimakasih,positif
produk baru terbaikhanya shoppe,positif
membantutapi pengirimanya,Positif
kirim cepatsemua seller order alhamdulillah amanahpembatalan paket cepat responsemoga shopee seller tahan puas langgan utama kwalitas produk,positif
kirim suka telat kadang minggu kirim ganti jnt spx ubah,positif
bagus moga maju,positif
kirim spx standar banget,positif
aplikasi bantu beli barang online,negatif
apk bantu orang,Negatif
kembang kembang update apk,positif
mudah belanjahanya ongkir mahal,positif
mudah belanja,Negatif
shopee oke,positif
shopee solusi baik mncari barang butuh,Negatif
teman transfer kali masuk akun shoppe juta lenyap tau mana uang nyaman situasi bukti transfer ya kali transfer masuk saldo kecewa guna setia shoppe mohon bantu,negatif
belanja mudah dishopee mudah tingkat layan,positif
moga,positif
ganggu,negatif
barang sesuai,positif
habis tf topup kokk konfirmasi topupnya,positif
kerennnnnn harga murah an pakai shopee,positif
semogah sukses shopee,positif
batu,Negatif
belanja shopee simple ribet,Negatif
kga apk lag barang kg sesuai barang stag gudang huhhh,positif
belanja shopee kecewa,Positif
bagus aman,Positif
andal,Negatif
belanja praktis mudah,positif
beli shopee harga murah,positif
bagus sih sayang kontak kurir perlu desak pesan ya cod aduh mending aplikasi belah kirim ya tali diskon mending shopee sih mohon baru ya,positif
terimakasih sumua ya,positif
shopee top barang bagus kualitas,positif
belanja shope murah sesuai sen kurir ya ramah banget sesal belanja moga promo tarik,positif
aplikasi bantu jossss pokok,negatif
moga amanah baik,positif
jossssssssz,Negatif
suka banget belanja sopee,positif
bonusya,Positif
kirim,positif
cari barang mudah kadang dapat narang imitasi alias kau,positif
muas sayang akun nama gratis ongkir,positif
baik baik,Positif
bagus jujur muas,positif
puas terimakasih,positif
ku kasih bintang payleter pijaman pakai telat bayar bayar lunas,negatif
wow keren muas,positif
saaaangat rekomendasi bantu,Positif
resellertoko nakal jujur aslikw produk sambung,negatif
pokok shopee puas beli live muas,positif
pakai shopee spx kurir lelet proses antar jam pagi kali kasih nomor kurir sih orang tunggu,positif
kualitas ya bagus murah murah,positif
puas belanja toko oyen kecewa,positif
kirim barang ya,positif
harga ya murah cepat banget gojek gojek ya murah banget,positif
gratis ongkir,positif
maksa banget unjung suruh tonton videolive tonton kemarin pas masuk diarahin video habis produk pas pencet tombol back langsung halaman videolive malas pakai shopee management ya otak bodoh,negatif
suka banget belanja shopee barang ya sesuai kali pesan pket,positif
baik belanja,Negatif
lancartapi sayang koin cek koin koin,negatif
live video mengganggumasuk aplikasi langsung live video aplikasi shopee suara live video jalan,positif
puas layan,positif
inti aplikasi olshop lengkap favorit deh,negatif
alam buruk belanja online shopee paket hilang slow respon buruk bangetyang baru paket tanggal tanggal tanggerang anjing,negatif
terima kasih layan shopee ya,positif
maaf sulit on atur berbelitbelit belanja online,Negatif
terima kasih,positif
alhamdulillah sekian pesan shoope indak kecewa murah rama kantong,positif
bagus manfaat,positif
live video henti suara aplikasi tutup suara nyala ganggu swgera baik,negatif
puas belanja shoppe,positif
lihat online mahal kau shopee murah,positif
belanja shopee kirim cepat amanah percaya,positif
blj online shopee pihn,Negatif
kecewa tko orens initerutama daerah ku lampung utaraabung khusus ya sdkyosmnjak ganti kurir pesan sampaipesanan tuba tolak konfirmasi mnolak codahir ya akun nih drugikan cod lgipdhl langgan dtko orens,positif
belanja puas harga murce gratis ongkir,positif
belanja online senang shopee nyaman aman hemat cepat seller packing kurir gesit berani murah riah mantap,positif
tingkat promonyabonusnya konsumen,positif
kembang biar enak bisnis bengkel,positif
good aplikasi,Negatif
shopee bagus sayang belanja shopee no hp postingan nilai sadap orang cela tipu atas nama shopee belanja shopee nyaman tolong aman penguna shopee perhati,Positif
shoppe ok belanja butuh rumah olahrga banget beli cepat kirim paket ya buru download,positif
mes barang shopee muas kecewa kurir percaya,positif
senang shopee kurir cepat,Positif
bantu kualitas percaya,positif
shppee bertanggungjawab penuh langgan ya,positif
mantap seksliii,positif
alhamdulillah bantu aplikasi shopee kualitas layan n barang dagang beli bagus real pict driver shopee foodnya ramah terima kasih barokalloh amin,positif
alhamdulillah terima kasih shopee,positif
shopee mantap,positif
vape rokok elektrik cari produk cari,negatif
barang kota langsung,Negatif
mantap shoper,positif
aplikasi favorit ku,negatif
very good,positif
kirim pesanantepat murah,positif
percaya,positif
pokok shopee sellernya moga amanah trusdan sukses,positif
ayo belanja pakai shopee,positif
apk ya bagus sih cuman kurir masak iya suruh jemput kantor desa bayar kali ongkirnya,Negatif
mantap banget,positif
mantul,Negatif
shopee tangan ya jelek banget belanja tf alas batal bayar cepat ya aneh banget,positif
rajin mes koin dapat,Positif
pas kirim kurir tulis ya no telepon kurir ya kayak tiktok lazada ngehubungi,positif
bagus banget apknya mudah beli beli voucher shopee food diskon voucher kurir ramah ya cepat responnya cepat riqwes sepatu ya cepat benar,positif
kasih mode gelap woi sakit mata gue,negatif
muas belanja shopee nilai plus kurir ramah,positif
barang bagus jual responsif,positif
delay,negatif
buruk kirim ya,positif
murah cod cek,negatif
kirim sesuai jadwal,positif
shopee sih bagus bintang kesini flop gratis ongkirnya dikit jual percaya dlogoin star star barang sesuai pesan kualitas pajang amanyg beda banget barang standar turun banget,positif
shopee later,Negatif
e commerce serasa main game berat banget loading konte hp,positif
belanja shopee gampang rumah,positif
muas,positif
recommended shopee pinjam,Positif
tolong buka aplikasi langsung beranda langsung live video repot bikin berisik malam malam buka shopee biasa langsung masuk video iklan live malas buka shopee,negatif
cepat respon,positif
min pleas ganggu orang nontoniklan mu gangguudah download jugamasih ganggu,negatif
good smart efisiensi,positif
ok terima kasih,positif
barang beli sesuai,positif
kecewa pesan barang shopee,Negatif
shopee ind moga sukses muas,positif
good apk,positif
shopee bantu cari mudah product kalang,negatif
suka belanja shopee real pict psn,positif
layan puascuma jarang ongkir,Negatif
ekspedisi spx buruk paket telat,negatif
shope cod akun loh bilang maximum pesan cod shope ya,positif
bagis,Negatif
belanja murah kualitas jelek barang orisinal kau jual percaya tenang belanja,positif
senang aplikasi bantu,negatif
guna banget sayang ya sesuai barang pesan,positif
slebewwww,Positif
terimakasih shopee suka banget aplikasi oky terimakasih kak,positif
tunggu updatean fitur,Negatif
profesional,Negatif
jual skin mlbb aman,positif
delay scroll,negatif
shopee baik alhamdulilah pesan barang sesuai ekpektasi barang bagus bagus muas konsumen shopee selau hati is the best,positif
suka shopeee banget tpiii iklannyaaa pleaseee iklannyaaaa bnyakkk betttt sluruh dunia download shopeee knapa iklan bnykkkk betttt kuranginlaahhh minnn,positif
bagus,Negatif
puas barang pes sesuai,positif
kecewa,Positif
kirim cepat kondisi barang,positif
kirim paket estimasi ya,positif
ok,positif
kulir ya baikbarang ya sesuai harga ya,positif
cepat same barang ok,positif
tolong tindak jual jual barang pasang photo bagus barang kirim beda toko pasang photo barang toko beli tipu,positif
ok,positif
mudah kembali barang sesuai,positif
good job,positif
ya kurir telpon bel orang rumah akun shopee cantum nomor telponnyadipemberitahuanmalah tolak pembelitolong baik,positif
b ajlebih mhl tiktok,Negatif
toko bungkus kosong uang kecewa shopee,negatif
terimakasih pesan jam langsung,positif
aplikasi tolol nama masuk,negatif
ya cowok hrga barang tambah ribu coba hitung ulang ketemu alas nambahnya,positif
baru limit spinjam kemarin suruh tunggu tanggal juli gilir baru suruh tunggu agustus kecewa sih pinjeman online,negatif
suka banget cepat download,positif
bintang bicara,Positif
ya mudah belanja,positif
layan buruk ramah,negatif
bagus bett,Negatif
belanja online sopi juara hati,Positif
efektif,positif
mudah belanja,Positif
senang cepat aman percaya keren,positif
murah gratis ongkir,positif
ku kasih bintang barang perlu sedia shopee,positif
sesuai gambar,positif
top,positif
bagus kirim,positif
bantu mohon event pelit kasih tutorial mula,negatif
terimakasih shopee senang belanja shopee pilih free ongkir,positif
wow,Negatif
mantafff,Negatif
terimakasih shopee belanja mudah,positif
bagus,Positif
belanja efisien,positif
aplikasi bagus,negatif
bantu beli barang wilayah kota tinggal,negatif
kecewa sih sistem shopee gara cowok dilive masak waktu menit cancel pesan pilih bayar pakai pesan via cod ubah kirim waktu menit salah seller shopeenya kali cowok via live,negatif
aplikasi shopee ya sih bagus bngettapi mitra kurir spx ya bagus kirim daerah lambatbertele tele tutup spx ya jnt jnt cepat,positif
susah ya lodingchekout,Positif
bantu pokok mah,Positif
percaya,positif
setia shopee aplikasi online,negatif
puas barang,positif
scroll barang tibatiba ganti shopee live video aneh searching,positif
bagus ya mudah,positif
keren shopee,Positif
kwalitas lumayan sesuai harga,positif
ok sih ok,positif
aktif,Positif
sopy bantu orang beli ces,Positif
suka blanja sopy praktis ribet harga sesuai layan jempol hhhhhh,positif
biar bintang bicara,Negatif
shopee mantap,positif
aplkasi bantu,Negatif
alhamdulillah tas kirim cepat kurir langgan,positif
seller jual aplikasi rugi shoppe gue hilang saldo gara gara biaya ongkir gue tanggung beli bebasin seller habis gara gara selot shpppe,negatif
shopee aplikasi favorit,negatif
kompline aju dana aplikasi upload foto,Positif
bantu apl,Positif
belanja murah,Positif
andal pesan barang pasti apk online shop baik shopee is the best,positif
kirim paket tolong baik layan ekpedisinya kadang tunggu paket minggu terima paket,positif
shopee,Negatif
rekomendasi,Negatif
oke aplikasi bagus,Positif
tolong shopee ketat aman siang istri tipu modus langgar upload video ulas kronologi ya habis unboxing paket upload telpon orang mengatasnamakan shopee bilang langgar alamat ya video tau no hp pengupload an barang beli thx,negatif
shopee idola belanja sesuai krim seller aju kembali dana mudah n cepat belit gue suka banget belanja shopee,positif
layan cepat,Positif
peilis iklan ganggu main game pecen tanda silang tanda skip mesti shopee mulu malas iklan,negatif
pesan,Positif
bagus banget promo tarik pas beli barang jual banget suks banget aplikasi,positif
mantap puas,positif
bagus guna butuh,Negatif
lmyan,Positif
kesini ampun jasa kirim enak jidat mohon kaji ulang jasa kirim tindak,positif
terbaek,Positif
muas bantu mudah belanja shopee indonesia trimakasih shopee layak bintang,positif
eh lu gua main suka muncul maksa download nih aplikasi,negatif
pakai shoope amanah tipu,positif
puas layan ya,positif
mantap,positif
shopee belanja nyaman,positif
sih buka aplikasi lagsung reels shopee beranda bikin ribet,negatif
cepat kirim,positif
trmksh shopee indonesia,Positif
sangatt bagus,Positif
ok banding,positif
puas kadamg sesuai pesan paket cerebon pesan,positif
tolong shopee tegur kirim spx kota banjar jawabarat barang kadang kurir voucer ribu shopee akibat lambat kali beginiperbaiki pengirimanya ya,positif
lov banget murah aman,positif
shopee langgan senang langgan bagus barang ya harga jangkau kemarin kena tipu mengatasnamakan shopee ya langsung percaya shopee ucap terimakasih layan ya maaf salah shopee kerja ya semangat ya moga langgan ya amin,positif
layan bagus,Positif
shopee anjengpesan barang tanggal tanggal minggu sampaimalah suruh tunggu tanggal julianjeng bulan kelen suruh nunggulama kali ekspedisi kelenmakannya jnt kelen hapus ekpedisi kelen biar cepat barng kirim,negatif
suka,Negatif
aplikasi mudah bantu,negatif
puas belanja shopee kadang kurir lambat,positif
antar ramah,Positif
mantul,Positif
biar bintang brbicara,Positif
ok,positif
kirim cepat pakai tunggu,positif
oke,positif
belanja gelang pas pktt ya isi gelang ya situ kecewadah ongkir ya mahal banget,positif
top banget pokok,positif
bagus l,Positif
sukses shopee mantap barang ya ready stok,positif
kesini lemott,Negatif
bantu sesuai isi dompet,positif
iklan,Positif
pesan sesuai ekspetasi mantap,positif
kualitas bagus layan barang,positif
tetap baik,positif
bagus gesss,Negatif
ya komplain mana ya barang kirim penerimapembeli kurir spx updatebarang kirim tanggap shopee,positif
kirim ya cepat banget harga ya murah,positif
bantu,Negatif
shopee the best pesan shopee bintang shopee,Positif
kurir ramah bonus ok jos,positif
aplikasi edan bug pas buka shoper langsung arahin live pas halaman live suara ya liveshopee video,positif
mantap shopee senang banget pakai shopee belanja pakai shopee,positif
shopee paylater parah,negatif
shopee keren apalagi langanan shopee vip bangatt potong,negatif
bagus bgtuntuk aju kembali ruwet sih,negatif
ok atas blanja lalu cod banyak kurir sabar tunggu cek cek kurirbayar situ buka pidioin sendiritapi orang enak kasih bintan kurir ngtar brang sayatapi bangetbuka paket ya tunggu sopi opsi skripsi kurir blanja terima titip tetanggabiar ribt,positif
online shop ribet very recommended,negatif
bagus ssssssss,Negatif
jos jis abang,Negatif
mau no hp kurir ya lihat lazada,positif
suka jasa kirim shope kirim barang paket kali tunda kirim gagal kurir hubung kontak kurir ambil putus,positif
detik bagus layan,Negatif
belanja mudahpilihan,Negatif
thanksshopee mudah belanja butuh hari,negatif
bantu muas,positif
shopee sedia fitur chat ekspedisi ya kantor adu dll kurir jaman barang bawa antar rumah barang retur,positif
bintang bicara,Positif
ongkir gratis kembali barang gampang shopee keren,positif
sumpah kak aplikasi bagus mudah beli barang online pakai shopee kurir shopee ramah banget rumah nyerahin paket emosi bad banget bunda kakak puas,positif
bantu belanja mudah gratis ongkir,positif
barang murah,Negatif
belanja shofee muas,positif
aplikasi bantu,negatif
kurir shopee banget pemberitahuan konfirmasi pesan kirim alamat mes kurir shopee banget alas aplikasi shopee temu temu alamat mes jelas alamat nomer telepon hubung kurir shopee konfirmasi mes tautau alamat mes mohon tindak,positif
xpedisi kirim barang retur payah xpedisi cacad,positif
barang bagus sesuai pesan,positif
sesuai,positif
gagal belanja mari pokonyaa warbelboysjkt,negatif
bagus n mmbantu pas update shopelater ya indak tolak indak telat,Negatif
jelasbuka shopee langsung live videosuka legcape gonta ganti shopee litebisa kembali awalbuka shopee menujngn live video,positif
bagus cepat sesuai harap,positif
shopee kirim ya lambat kirim kota butuh sd,positif
belanja shopee hemat,Positif
tolong tambah metode bayar dana biar mudah bayar,positif
kadang ngebug susah sinyal mohon baik,Negatif
beli sesuai,positif
pilih baik,negatif
i like,Negatif
bagus banget,positif
ya lambat,positif
suka banget aplikasi,Negatif
kirim,positif
layan cepat ongkir murah,Positif
puas belanja shopeeekl barang sesuai gampang retur,positif
not bad,negatif
oke,positif
cepat akurat,Positif
suka belanja shopee,Negatif
costumer service live chat shopee evaluasi guna minta pecat karyawan shopee makan gaji buta,positif
puas,positif
shopee kirim ya,positif
promo,positif
aplikasi bantu belanja,negatif
cepat amanah,positif
toko bodongabal abal,Positif
iklan mulu tolol,negatif
bantu belanja online,Negatif
daftar paylater limit dipak bayar merchant offline alih tau kerja tau shopee,negatif
aju kembali sih langsung proses chat cs choki doang kesini kesana sih shopee kembang,positif
bagus keren pokok namah,Positif
harga murah qualitas mus,positif
bagus muas terimakasih shopee,positif
saaya download,Negatif
shopee good kirim cepat,positif
muas belanja toko bahan kali tebal adem warna kali sesuai pesan langsung psn pcs,positif
belanja mudah gratis ongkir,positif
scocok belanja barang muas mantap,positif
toko amanah aman shopee produk imbang dompet maju shopee,positif
mudah belanja,Negatif
aplikasi bagus,negatif
moga obat dll jual shoppysll jaga asli produk jualjd langgan ya puas belanja shopy,positif
aplikasi bagus fiturnya spxnya profesional pakettidak antarpadahal paket dikitsehingga gagal transaksi salah beli kurir malas tolong shoope benah spxnyatks,negatif
belan puas ya,positif
spaylater bekukanpadhal bayar jatuh tempo trusgx telat,negatif
apk keuntungannyanamun diseleksipantau giat mencurigakandgn perangkat menyusupjika akun resmi perangkat blokir aman guna aslinyaterimakasih shopee,positif
belanja telat kirim kali sungguh kecewa coba banyangkan tunggu eh pas tanggal ya barang ya kirim batal otomatis,positif
bagus,Positif
atur benar tegak,Positif
berat baik kelurang tarik kayak produk design modern,positif
suka banget senang banget barang impi dulumksh,positif
top marko top,positif
fitur blokir ilangin kocak blokir beli nakal tumpul beli tajam jual dasar,negatif
percaya,positif
toko laris iklan,Positif
dian qris,Positif
jelek aplikasih ya dikomno slot,Positif
terimakasih shopee bantu perlu,positif
alam kerja online,positif
pas,positif
puaas,Positif
gratis ongkir,positif
cuman bilang shopee baik,Positif
top markotop,positif
shopee vocer diskon ongkir ya senang banget belanja shopee harga ya murah murah kurir ya ramah pokok ya shopee mantap,positif
tingkat,positif
kirim turun minggu awokawok,positif
semenjak kirim spx barang blok cod,positif
suka shopee iklanbaru buka muncul iklan sulit menutupnyaaku ganggu,negatif
mantap nyaman,positif
puas,positif
anjir update update rewel ya ampun erti apk,Positif
bagus aplikasi beli barang online laindan barang sesuai foto,positif
banyak iklan bngst,Positif
alhamdulillah,positif
sesuai butuh,Negatif
cepat proses ya,positif
aplikasi kirim lambat rekomen aplikasi kayak,negatif
kadang puas kadang puas karena barang sesuai beli,positif
cocok,Negatif
belanja mudah praktis bayar angsur,positif
app busuk video auto jalan buka app buka profil dll video jalan,negatif
gampang banget belanja shopee,positif
nih barang kirim alamat orang komplain solusi tanggung,positif
mohon daftar apk dana metode bayar,Negatif
mantap cari barang aplikasi barang sesuai sesuai,positif
suka aplikasi ya,Negatif
moga depan,positif
belanja shopee jual ya amanah,positif
good luck,positif
okeee banget,positif
belanja cepat praktis terimakasih shopee,positif
kasih bintang kecewa kerja ekspedisi sih cepat cepat lambat terang,positif
buruk layan rugi guna,negatif
bagus,Positif
kirim cepat bonus,positif
moga lancar barrokah,positif
layan aman mantap dha shopee,positif
barang bagus layan baik,Positif
suka aplikasi belanja tinggal klik bayar diantartidak suka boros belanja,negatif
suka belanja mudah,Negatif
aok ya bagus banget,positif
pakai jnt sih sok soan ada ekspedisi paket gue dalem obat banget ya spx nih saing jnt ada ekspedisi jnt,positif
murah,Positif
mokaseh belambun paket,positif
aplikasi shop baik,negatif
kecewa mesan sesuai sampai barang sesuai pokok oke deh ragu,positif
shope barang amanah tr percaya,positif
shoope mantap beli barang tinggal pesan semanjak shoope gampang baja apa terima kasih shoope,positif
bagus aplikasi ya bantu,Negatif
shopee on the best,Negatif
aplikasi bagus suka masalah buka kasih bintang,negatif
promo harga murah kualitas,positif
ganti mitra kirim shoppe spx lambatnggak jelasngak sesuai estimasi,positif
belanja pas puas,positif
mengesankanbaik belanja order cod,Negatif
aplikasi buka upgrademohon pencerahanya,negatif
lumayan ok nih apk,positif
terima kasih shopee,positif
shoope aplikasi jual onlinetapi barang kirim rusak,positif
bagus,Positif
sangatt bagus,Positif
hasil,positif
aplikasi berat shopee live sring voucher token pulsa kuota,negatif
puas blanja shopee,positif
terima kasih layan bantu,positif
aplikasi bagus sang bantu,negatif
sopy mmuaskannnnnn,Negatif
suka produk,positif
terima sopee indonesia,positif
goodd,Negatif
baik murah lengkap,Negatif
suka belanja online apk ya kayak ngelek banget cuman sengaja pencet langsung video pas lagu ya hilang hilang hapus normal tolong ya shoppe baik ya,positif
sayang spayleter,Positif
belanja mudah cepat shope solusi,positif
belanja ya shopee belanja bijak belanja ekonomis tingkat,positif
puass bagusssss excellent,Negatif
terima kasih shopee,positif
mudah beli belanja online,Negatif
belanja shoope senang amanah,positif
siiip,Positif
apk kirim lambat banget beli area jakarta kirim jakarta,positif
buka shopee langsung vidio mengaggu barang kecewa,positif
maju tingkat layan nyaman customer,positif
senang,Negatif
tong an,Positif
suka belanja shopee murah,Negatif
ok banget,positif
belanja disinimurah barang bagus,Negatif
tahan tambah deh vouchernya,positif
aplikasi relevan,negatif
maaf ya shopee ya batas cod,positif
aplikasi bagus cocok beli beli online,negatif
ribet,negatif
tunggu banget driver shopefood tigakali bikin orang kesel,Positif
shopee baik hemat lengkap praktis shopee aplikasi belanja online andal pilih produk lengkap butuh seharihari gadget komik promo gratis ongkir voucher cashback bantu hemat belanja aplikasi stabil mudah user interfacenya ramah banget fitur shopeepay spaylater praktis transaksi plus promo masuk shopee vip mantap banget,positif
rekomendasi shopee,Negatif
barang bagus amanah,positif
toko sellernya responsif harga sahabat langgan beli harga kurir paham sesuai estimasi kirim jadwal estimasi kadang molor baik terima kasih update feedback,positif
diskon ambyar,positif
suka,Negatif
goog job,Negatif
bagus,Negatif
shopee debest bgtdri producnyaspaylaternyasampai spinjamnyathankyou shopee dah bantu butuh,negatif
ayo download aplikasi shoope yuk buru barang barang ya murah ragu,positif
praktis murah jangkau,positif
aju spaylater tolak,negatif
good app,positif
beol rekomendasi,negatif
alam kemarin alhamdulillah barang sesuai pesan aju kembali danadan uang ya kembali,positif
terimakasih bantu,positif
kecewa metode kirim spx kadang malam,Positif
bantu tolong ongkirnya mahal,positif
ribet lo shope ganti akun belanja batasin suruh pelajarin lo ajar pakai ancem blokir,negatif
mudah,Positif
tolong paket ajagak jalan jalan nungguu lamaaa tau sihudh lewatt tanggalnyaaa vhocer ribu,Negatif
rating bagus,Positif
akurat,Positif
belanja mudahharga saing,Negatif
pas cowok pilih bayar cod transfer,Positif
coba belanja sukses ya kakak,positif
sopi murah mura barang ya bagus benget cih belai,Positif
senang banget belanja shopeebanyak pilih diskon free ongkirsemoga sukses,positif
suka belanja shopee,Negatif
shopee istimewa,Positif
murah murah diskon,positif
nipu banget voucher vouchernya beli voucher beli mahal harga asli,positif
belanja mudah,Negatif
percaya kecewa barang sesuai order moga sukses,positif
ok banget sesuai harap maju sukses setia shopy,positif
mudah lengkapbarang kualitas sesuai hargabarang,positif
bagus banget manfaat,positif
bagussih,Negatif
sesuai pesan,positif
sukses jaga amanah cod cepat,positif
suka,Positif
optimal ya,positif
gagal,negatif
terimakasih okeh,positif
bguss banget apk,positif
blanja kwatiran sedikit,negatif
asih garansi lambat baranggiliran barang estimasi tanggal eh tanggal garansi mundur lawak sih sopi,negatif
suka,Positif
gagal beli mantap pokok,Negatif
tolong expedisi anteraja hapus lelet banget,Positif
keren,Positif
bagus sesuwai harga,positif
pesan shopee barang sesuai kadang hari batas tentu,Negatif
belanja shopi nyaman,positif
sngat bagus apknya,Positif
aplikasi bermutuongkirnya miringdr toko belah rekomend,negatif
kali gua beli barang shope repot video unbox angus bikin mls belanja shope,negatif
ya shope belanja barang mudah,positif
barang ya bagus,positif
suka potong hrga pesan,negatif
terima kasih shopeee,positif
bagussangat bantu,Positif
suka eror,negatif
bagus belanja lambat kirim ya,positif
i like,Positif
transaksi kirim,positif
allhamdulillah shopee repot cari barang pasar tawar tawar barang,negatif
