Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenized,stopwords removal,steming_data,Sentiment
2025-07-08 17:00:57,Wana,5,puas berbelanja di shopee,puas berbelanja di shopee,puas berbelanja di shopee,puas berbelanja di shopee,"['puas', 'berbelanja', 'di', 'shopee']","['puas', 'berbelanja', 'shopee']",puas belanja shopee,positif
2025-07-08 16:59:46,Suni,5,belanja online di shopee sangat memuaskan.saya suka karena toko nya amanah,belanja online di shopee sangat memuaskansaya suka karena toko nya amanah,belanja online di shopee sangat memuaskansaya suka karena toko nya amanah,belanja online di shopee sangat memuaskansaya suka karena toko ya amanah,"['belanja', 'online', 'di', 'shopee', 'sangat', 'memuaskansaya', 'suka', 'karena', 'toko', 'ya', 'amanah']","['belanja', 'online', 'shopee', 'memuaskansaya', 'suka', 'toko', 'ya', 'amanah']",belanja online shopee memuaskansaya suka toko ya amanah,positif
2025-07-08 16:59:35,Sun Salilama,5,Belanja diShopee sangat menyenangkan saya puas.,Belanja diShopee sangat menyenangkan saya puas,belanja dishopee sangat menyenangkan saya puas,belanja dishopee sangat menyenangkan saya puas,"['belanja', 'dishopee', 'sangat', 'menyenangkan', 'saya', 'puas']","['belanja', 'dishopee', 'menyenangkan', 'puas']",belanja dishopee senang puas,positif
2025-07-08 16:58:52,WURI DIAH HANDAYANI,5,suka banget,suka banget,suka banget,suka banget,"['suka', 'banget']","['suka', 'banget']",suka banget,positif
2025-07-08 16:57:13,andi nurrr,4,gak ada diskon 100%,gak ada diskon ,gak ada diskon ,tidak ada diskon,"['tidak', 'ada', 'diskon']",['diskon'],diskon,positif
2025-07-08 16:56:45,Asep Suhendar,5,bisa belanja dan tidak perlu pergi ketokonya yang sangat jauh lebih baik pake shopee Indonesia jadi gak usah repot-repot lagi sama pengiriman nya lebih cepat tidak lama sama sering dapat bonus terbaik,bisa belanja dan tidak perlu pergi ketokonya yang sangat jauh lebih baik pake shopee Indonesia jadi gak usah repotrepot lagi sama pengiriman nya lebih cepat tidak lama sama sering dapat bonus terbaik,bisa belanja dan tidak perlu pergi ketokonya yang sangat jauh lebih baik pake shopee indonesia jadi gak usah repotrepot lagi sama pengiriman nya lebih cepat tidak lama sama sering dapat bonus terbaik,bisa belanja dan tidak perlu pergi ketokonya yang sangat jauh lebih baik pakai shopee indonesia jadi tidak usah repotrepot lagi sama pengiriman ya lebih cepat tidak lama sama sering dapat bonus terbaik,"['bisa', 'belanja', 'dan', 'tidak', 'perlu', 'pergi', 'ketokonya', 'yang', 'sangat', 'jauh', 'lebih', 'baik', 'pakai', 'shopee', 'indonesia', 'jadi', 'tidak', 'usah', 'repotrepot', 'lagi', 'sama', 'pengiriman', 'ya', 'lebih', 'cepat', 'tidak', 'lama', 'sama', 'sering', 'dapat', 'bonus', 'terbaik']","['belanja', 'pergi', 'ketokonya', 'pakai', 'shopee', 'indonesia', 'repotrepot', 'pengiriman', 'ya', 'cepat', 'bonus', 'terbaik']",belanja pergi toko pakai shopee indonesia repotrepot kirim ya cepat bonus baik,positif
2025-07-08 16:56:38,jakki ahmad,1,"setelah pembaharuan S pinjam nya malah gak bisa dicairkan, padahal bayar selalu tepat waktu dan aku pengguna lama, tolong diperbaiki",setelah pembaharuan S pinjam nya malah gak bisa dicairkan padahal bayar selalu tepat waktu dan aku pengguna lama tolong diperbaiki,setelah pembaharuan s pinjam nya malah gak bisa dicairkan padahal bayar selalu tepat waktu dan aku pengguna lama tolong diperbaiki,setelah pembaharuan si pinjam ya malah tidak bisa dicairkan padahal bayar selalu tepat waktu dan aku pengguna lama tolong diperbaiki,"['setelah', 'pembaharuan', 'si', 'pinjam', 'ya', 'malah', 'tidak', 'bisa', 'dicairkan', 'padahal', 'bayar', 'selalu', 'tepat', 'waktu', 'dan', 'aku', 'pengguna', 'lama', 'tolong', 'diperbaiki']","['pembaharuan', 'si', 'pinjam', 'ya', 'dicairkan', 'bayar', 'pengguna', 'tolong', 'diperbaiki']",baharu si pinjam ya cair bayar guna tolong baik,positif
2025-07-08 16:56:27,Noneng Sumiyati,5,"cari barang apa saja ada, terbaiiiik",cari barang apa saja ada terbaiiiik,cari barang apa saja ada terbaiiiik,cari barang apa saja ada terbaiiiik,"['cari', 'barang', 'apa', 'saja', 'ada', 'terbaiiiik']","['cari', 'barang', 'terbaiiiik']",cari barang terbaiiiik,negatif
2025-07-08 16:55:22,45RI Amir,5,pelyanan memuaskan,pelyanan memuaskan,pelyanan memuaskan,pelyanan memuaskan,"['pelyanan', 'memuaskan']","['pelyanan', 'memuaskan']",pelyanan muas,positif
2025-07-08 16:54:02,Titin Komalasari,5,Memudahkan berbelanja 👍👍👍👍👍,Memudahkan berbelanja ,memudahkan berbelanja ,memudahkan berbelanja,"['memudahkan', 'berbelanja']","['memudahkan', 'berbelanja']",mudah belanja,Negatif
2025-07-08 16:53:11,Ranti Sriwidati,5,mempermudah belanja kaum males keluar rumah😍🥰,mempermudah belanja kaum males keluar rumah,mempermudah belanja kaum males keluar rumah,mempermudah belanja kaum malas keluar rumah,"['mempermudah', 'belanja', 'kaum', 'malas', 'keluar', 'rumah']","['mempermudah', 'belanja', 'kaum', 'malas', 'rumah']",mudah belanja kaum malas rumah,Positif
2025-07-08 16:51:25,Raihan Cb10,5,barang bagus bagus,barang bagus bagus,barang bagus bagus,barang bagus bagus,"['barang', 'bagus', 'bagus']","['barang', 'bagus', 'bagus']",barang bagus bagus,Negatif
2025-07-08 16:51:10,Henry Dirgantara,5,mantap lah shopee,mantap lah shopee,mantap lah shopee,mantap lah shopee,"['mantap', 'lah', 'shopee']","['mantap', 'shopee']",mantap shopee,positif
2025-07-08 16:50:49,Rd hrt,5,semoga lancar dan barrokah,semoga lancar dan barrokah,semoga lancar dan barrokah,semoga lancar dan barrokah,"['semoga', 'lancar', 'dan', 'barrokah']","['semoga', 'lancar', 'barrokah']",moga lancar barrokah,positif
2025-07-08 16:50:34,Calista Nabila,4,sangatt berguna,sangatt berguna,sangatt berguna,sangatt berguna,"['sangatt', 'berguna']","['sangatt', 'berguna']",sangatt guna,positif
2025-07-08 16:50:00,muhammad ekosaputra,1,"eehh shopee jangan kebanyakan tawarin halu, ke costumer .promo promo notifikasi gak jelas..cuma bonus 100 perak aja, paham",eehh shopee jangan kebanyakan tawarin halu ke costumer promo promo notifikasi gak jelascuma bonus  perak aja paham,eehh shopee jangan kebanyakan tawarin halu ke costumer promo promo notifikasi gak jelascuma bonus  perak aja paham,eehh shopee jangan kebanyakan tawarin halu ke costumer promo promo notifikasi tidak jelascuma bonus perak saja paham,"['eehh', 'shopee', 'jangan', 'kebanyakan', 'tawarin', 'halu', 'ke', 'costumer', 'promo', 'promo', 'notifikasi', 'tidak', 'jelascuma', 'bonus', 'perak', 'saja', 'paham']","['eehh', 'shopee', 'kebanyakan', 'tawarin', 'halu', 'costumer', 'promo', 'promo', 'notifikasi', 'jelascuma', 'bonus', 'perak', 'paham']",eehh shopee banyak tawarin halu costumer promo promo notifikasi jelascuma bonus perak paham,positif
2025-07-08 16:49:44,Kaka Hartawan,5,mantap ini kalo buat ide jualan,mantap ini kalo buat ide jualan,mantap ini kalo buat ide jualan,mantap ini kalau buat ide jualan,"['mantap', 'ini', 'kalau', 'buat', 'ide', 'jualan']","['mantap', 'ide', 'jualan']",mantap ide jual,positif
2025-07-08 16:49:35,Sahi Hoirus,1,kecewa,kecewa,kecewa,kecewa,['kecewa'],['kecewa'],kecewa,Positif
2025-07-08 16:48:41,Faeyza kreatif,5,shopee mantappp,shopee mantappp,shopee mantappp,shopee mantap,"['shopee', 'mantap']","['shopee', 'mantap']",shopee mantap,positif
2025-07-08 16:46:25,Rohma,5,senang belanja di shopy hemat dan praktis,senang belanja di shopy hemat dan praktis,senang belanja di shopy hemat dan praktis,senang belanja di shopy hemat dan praktis,"['senang', 'belanja', 'di', 'shopy', 'hemat', 'dan', 'praktis']","['senang', 'belanja', 'shopy', 'hemat', 'praktis']",senang belanja shopy hemat praktis,positif
2025-07-08 16:46:20,Retno Nia,5,"belanja di shopee sangat menyenangkan , mudah , harga terjangkau dan batang real pict .. terimakasih shopee 🧡",belanja di shopee sangat menyenangkan  mudah  harga terjangkau dan batang real pict  terimakasih shopee ,belanja di shopee sangat menyenangkan  mudah  harga terjangkau dan batang real pict  terimakasih shopee ,belanja di shopee sangat menyenangkan mudah harga terjangkau dan batang real pict terimakasih shopee,"['belanja', 'di', 'shopee', 'sangat', 'menyenangkan', 'mudah', 'harga', 'terjangkau', 'dan', 'batang', 'real', 'pict', 'terimakasih', 'shopee']","['belanja', 'shopee', 'menyenangkan', 'mudah', 'harga', 'terjangkau', 'batang', 'real', 'pict', 'terimakasih', 'shopee']",belanja shopee senang mudah harga jangkau batang real pict terimakasih shopee,positif
2025-07-08 16:45:28,Zahra Azarine,5,sangat mudah untuk berbelanja barang,sangat mudah untuk berbelanja barang,sangat mudah untuk berbelanja barang,sangat mudah untuk berbelanja barang,"['sangat', 'mudah', 'untuk', 'berbelanja', 'barang']","['mudah', 'berbelanja', 'barang']",mudah belanja barang,Negatif
2025-07-08 16:45:19,Dores,5,kali ini saya sangat puas belanja di shopee karane belanja di shopee proses pengiriman nya sangat cepat dan barang sesuai dengan pesanan 👍👍,kali ini saya sangat puas belanja di shopee karane belanja di shopee proses pengiriman nya sangat cepat dan barang sesuai dengan pesanan ,kali ini saya sangat puas belanja di shopee karane belanja di shopee proses pengiriman nya sangat cepat dan barang sesuai dengan pesanan ,kali ini saya sangat puas belanja di shopee karane belanja di shopee proses pengiriman ya sangat cepat dan barang sesuai dengan pesanan,"['kali', 'ini', 'saya', 'sangat', 'puas', 'belanja', 'di', 'shopee', 'karane', 'belanja', 'di', 'shopee', 'proses', 'pengiriman', 'ya', 'sangat', 'cepat', 'dan', 'barang', 'sesuai', 'dengan', 'pesanan']","['kali', 'puas', 'belanja', 'shopee', 'karane', 'belanja', 'shopee', 'proses', 'pengiriman', 'ya', 'cepat', 'barang', 'sesuai', 'pesanan']",kali puas belanja shopee karane belanja shopee proses kirim ya cepat barang sesuai pesan,positif
2025-07-08 16:42:32,Asna Asyila,5,suka dweh sama shoppe dateng nya cepat barang barang nya juga bagus bagus selain bagis barang nya juga murah murah,suka dweh sama shoppe dateng nya cepat barang barang nya juga bagus bagus selain bagis barang nya juga murah murah,suka dweh sama shoppe dateng nya cepat barang barang nya juga bagus bagus selain bagis barang nya juga murah murah,suka dweh sama shoppe datang ya cepat barang barang ya juga bagus bagus selain bagis barang ya juga murah murah,"['suka', 'dweh', 'sama', 'shoppe', 'datang', 'ya', 'cepat', 'barang', 'barang', 'ya', 'juga', 'bagus', 'bagus', 'selain', 'bagis', 'barang', 'ya', 'juga', 'murah', 'murah']","['suka', 'dweh', 'shoppe', 'ya', 'cepat', 'barang', 'barang', 'ya', 'bagus', 'bagus', 'bagis', 'barang', 'ya', 'murah', 'murah']",suka dweh shoppe ya cepat barang barang ya bagus bagus bagis barang ya murah murah,positif
2025-07-08 16:42:28,Bren Arsyad,5,keren....👍,keren,keren,keren,['keren'],['keren'],keren,Positif
2025-07-08 16:41:47,Ujang Sudrajat,4,kenapa sekarang delay,kenapa sekarang delay,kenapa sekarang delay,kenapa sekarang delay,"['kenapa', 'sekarang', 'delay']",['delay'],delay,negatif
2025-07-08 16:40:44,Vitenced,5,E-wallet nya mantap Shopee 🤩,Ewallet nya mantap Shopee ,ewallet nya mantap shopee ,ewallet ya mantap shopee,"['ewallet', 'ya', 'mantap', 'shopee']","['ewallet', 'ya', 'mantap', 'shopee']",ewallet ya mantap shopee,positif
2025-07-08 16:40:32,MiniDanger,4,kasih opsi pembayaran dengan aplikasi dana,kasih opsi pembayaran dengan aplikasi dana,kasih opsi pembayaran dengan aplikasi dana,kasih opsi pembayaran dengan aplikasi dana,"['kasih', 'opsi', 'pembayaran', 'dengan', 'aplikasi', 'dana']","['kasih', 'opsi', 'pembayaran', 'aplikasi', 'dana']",kasih opsi bayar aplikasi dana,Negatif
2025-07-08 16:40:13,Aina Mahya,5,apk bagus 👍,apk bagus ,apk bagus ,apk bagus,"['apk', 'bagus']","['apk', 'bagus']",apk bagus,Positif
2025-07-08 16:40:13,Hendra Bagus,1,masak shopee pay belum sampai 1bulan sudah klewat jatuh tempo aplikasi taaii,masak shopee pay belum sampai bulan sudah klewat jatuh tempo aplikasi taaii,masak shopee pay belum sampai bulan sudah klewat jatuh tempo aplikasi taaii,masak shopee pay belum sampai bulan sudah klewat jatuh tempo aplikasi taaii,"['masak', 'shopee', 'pay', 'belum', 'sampai', 'bulan', 'sudah', 'klewat', 'jatuh', 'tempo', 'aplikasi', 'taaii']","['masak', 'shopee', 'pay', 'klewat', 'jatuh', 'tempo', 'aplikasi', 'taaii']",masak shopee pay klewat jatuh tempo aplikasi taaii,negatif
2025-07-08 16:40:03,ahmad muhibut,5,mudah dan cepat. proses pengambilan juga ga ribet dan cepat,mudah dan cepat proses pengambilan juga ga ribet dan cepat,mudah dan cepat proses pengambilan juga ga ribet dan cepat,mudah dan cepat proses pengambilan juga tidak ribet dan cepat,"['mudah', 'dan', 'cepat', 'proses', 'pengambilan', 'juga', 'tidak', 'ribet', 'dan', 'cepat']","['mudah', 'cepat', 'proses', 'pengambilan', 'ribet', 'cepat']",mudah cepat proses ambil ribet cepat,negatif
2025-07-08 16:39:56,tho ent,5,aplikasi makin berat…,aplikasi makin berat,aplikasi makin berat,aplikasi makin berat,"['aplikasi', 'makin', 'berat']","['aplikasi', 'berat']",aplikasi berat,negatif
2025-07-08 16:38:12,Maichel Efendi,5,belanja pas dan puas,belanja pas dan puas,belanja pas dan puas,belanja pas dan puas,"['belanja', 'pas', 'dan', 'puas']","['belanja', 'pas', 'puas']",belanja pas puas,positif
2025-07-08 16:37:37,Maskendi Maskendi,5,bagus sesuwai dengan harga,bagus sesuwai dengan harga,bagus sesuwai dengan harga,bagus sesuwai dengan harga,"['bagus', 'sesuwai', 'dengan', 'harga']","['bagus', 'sesuwai', 'harga']",bagus sesuwai harga,positif
2025-07-08 16:37:07,Nawang Wulan,5,Shope aplikasi yang mudah untuk melakukan belanja online,Shope aplikasi yang mudah untuk melakukan belanja online,shope aplikasi yang mudah untuk melakukan belanja online,shope aplikasi yang mudah untuk melakukan belanja online,"['shope', 'aplikasi', 'yang', 'mudah', 'untuk', 'melakukan', 'belanja', 'online']","['shope', 'aplikasi', 'mudah', 'belanja', 'online']",shope aplikasi mudah belanja online,negatif
2025-07-08 16:36:49,Indah Lestari Sitohang,3,Shopee cepat pengiriman barang nya,Shopee cepat pengiriman barang nya,shopee cepat pengiriman barang nya,shopee cepat pengiriman barang ya,"['shopee', 'cepat', 'pengiriman', 'barang', 'ya']","['shopee', 'cepat', 'pengiriman', 'barang', 'ya']",shopee cepat kirim barang ya,positif
2025-07-08 16:36:31,Asep Kusmana,5,shopee emang muantappoo,shopee emang muantappoo,shopee emang muantappoo,shopee memang muantappoo,"['shopee', 'memang', 'muantappoo']","['shopee', 'muantappoo']",shopee muantappoo,Negatif
2025-07-08 16:35:45,Gendis Banafsa,5,"belanja mudah, klaim pengembalian dana cepat, segala ada",belanja mudah klaim pengembalian dana cepat segala ada,belanja mudah klaim pengembalian dana cepat segala ada,belanja mudah klaim pengembalian dana cepat segala ada,"['belanja', 'mudah', 'klaim', 'pengembalian', 'dana', 'cepat', 'segala', 'ada']","['belanja', 'mudah', 'klaim', 'pengembalian', 'dana', 'cepat']",belanja mudah klaim kembali dana cepat,positif
2025-07-08 16:35:16,Sujunar Junar,5,"manteeepp blanja di shopee pengiriman'a cepet,.laen sma di lazada lama dtng'a padahal deket dri rumah sy tpi nyampe'a lemoot,.bosen nungguin ampe paket ga bergerak² status'a..perthankan sprti nih ya shopee soal'a pengiriman thanks.",manteeepp blanja di shopee pengirimana cepetlaen sma di lazada lama dtnga padahal deket dri rumah sy tpi nyampea lemootbosen nungguin ampe paket ga bergerak statusaperthankan sprti nih ya shopee soala pengiriman thanks,manteeepp blanja di shopee pengirimana cepetlaen sma di lazada lama dtnga padahal deket dri rumah sy tpi nyampea lemootbosen nungguin ampe paket ga bergerak statusaperthankan sprti nih ya shopee soala pengiriman thanks,manteeepp blanja di shopee pengirimana cepetlaen sama di lazada lama dtnga padahal dekat dari rumah saya tapi nyampea lemootbosen menunggu sampai paket tidak bergerak statusaperthankan seperti nih ya shopee soala pengiriman thanks,"['manteeepp', 'blanja', 'di', 'shopee', 'pengirimana', 'cepetlaen', 'sama', 'di', 'lazada', 'lama', 'dtnga', 'padahal', 'dekat', 'dari', 'rumah', 'saya', 'tapi', 'nyampea', 'lemootbosen', 'menunggu', 'sampai', 'paket', 'tidak', 'bergerak', 'statusaperthankan', 'seperti', 'nih', 'ya', 'shopee', 'soala', 'pengiriman', 'thanks']","['manteeepp', 'blanja', 'shopee', 'pengirimana', 'cepetlaen', 'lazada', 'dtnga', 'rumah', 'nyampea', 'lemootbosen', 'menunggu', 'paket', 'bergerak', 'statusaperthankan', 'nih', 'ya', 'shopee', 'soala', 'pengiriman', 'thanks']",manteeepp blanja shopee pengirimana cepetlaen lazada dtnga rumah nyampea lemootbosen tunggu paket gerak statusaperthankan nih ya shopee soala kirim thanks,positif
2025-07-08 16:35:04,Saifullah Muchtar,5,pengiriman cepat dan kondisi barang baik,pengiriman cepat dan kondisi barang baik,pengiriman cepat dan kondisi barang baik,pengiriman cepat dan kondisi barang baik,"['pengiriman', 'cepat', 'dan', 'kondisi', 'barang', 'baik']","['pengiriman', 'cepat', 'kondisi', 'barang']",kirim cepat kondisi barang,positif
2025-07-08 16:35:00,Salti Bahmid,5,"pelanggan baru,,tapi percaya shopee terbaik 🥰",pelanggan barutapi percaya shopee terbaik ,pelanggan barutapi percaya shopee terbaik ,pelanggan barutapi percaya shopee terbaik,"['pelanggan', 'barutapi', 'percaya', 'shopee', 'terbaik']","['pelanggan', 'barutapi', 'percaya', 'shopee', 'terbaik']",langgan barutapi percaya shopee baik,positif
2025-07-08 16:32:07,Onih Onih,5,Markotop,Markotop,markotop,markotop,['markotop'],['markotop'],markotop,Positif
2025-07-08 16:30:16,rᥲуᥴһіmm,5,"lebih bagus dari pada aplikasi beli barang online yang lain,dan semua barangnya sesuai dengan yang di foto",lebih bagus dari pada aplikasi beli barang online yang laindan semua barangnya sesuai dengan yang di foto,lebih bagus dari pada aplikasi beli barang online yang laindan semua barangnya sesuai dengan yang di foto,lebih bagus dari pada aplikasi beli barang online yang laindan semua barangnya sesuai dengan yang di foto,"['lebih', 'bagus', 'dari', 'pada', 'aplikasi', 'beli', 'barang', 'online', 'yang', 'laindan', 'semua', 'barangnya', 'sesuai', 'dengan', 'yang', 'di', 'foto']","['bagus', 'aplikasi', 'beli', 'barang', 'online', 'laindan', 'barangnya', 'sesuai', 'foto']",bagus aplikasi beli barang online laindan barang sesuai foto,positif
2025-07-08 16:29:09,Gabut Agus,5,b a g u s,b a g u s,b a g u s,b a tidak lu si,"['b', 'a', 'tidak', 'lu', 'si']","['b', 'a', 'lu', 'si']",b a lu si,Negatif
2025-07-08 16:27:41,Agus sanjaya,5,semoga pesanan Saya selalu sesuai dengan d aplikasi nya,semoga pesanan Saya selalu sesuai dengan d aplikasi nya,semoga pesanan saya selalu sesuai dengan d aplikasi nya,semoga pesanan saya selalu sesuai dengan di aplikasi ya,"['semoga', 'pesanan', 'saya', 'selalu', 'sesuai', 'dengan', 'di', 'aplikasi', 'ya']","['semoga', 'pesanan', 'sesuai', 'aplikasi', 'ya']",moga pesan sesuai aplikasi ya,positif
2025-07-08 16:26:56,Bakso Oman,5,mantep dah,mantep dah,mantep dah,mantap sudah,"['mantap', 'sudah']",['mantap'],mantap,positif
2025-07-08 16:25:04,Budi Rahmat,5,lebih baik lagi untuk kedepannya,lebih baik lagi untuk kedepannya,lebih baik lagi untuk kedepannya,lebih baik lagi untuk kedepannya,"['lebih', 'baik', 'lagi', 'untuk', 'kedepannya']",['kedepannya'],depan,Positif
2025-07-08 16:24:41,Alfin Afdila,5,"mntap murah"" lgi",mntap murah lgi,mntap murah lgi,mntap murah lagi,"['mntap', 'murah', 'lagi']","['mntap', 'murah']",mntap murah,Negatif
2025-07-08 16:24:32,rm jenenge,5,belanja dsini sangat akurat,belanja dsini sangat akurat,belanja dsini sangat akurat,belanja disini sangat akurat,"['belanja', 'disini', 'sangat', 'akurat']","['belanja', 'akurat']",belanja akurat,Positif
2025-07-08 16:24:15,Khairul Fuad,5,Niceee,Niceee,niceee,niceee,['niceee'],['niceee'],niceee,Negatif
2025-07-08 16:23:54,Semar Setijoko,5,saler bonafid,saler bonafid,saler bonafid,saler bonafid,"['saler', 'bonafid']","['saler', 'bonafid']",saler bonafid,Positif
2025-07-08 16:21:19,Panji Kusuma,5,"top dah, cuma ongkirnya mehong",top dah cuma ongkirnya mehong,top dah cuma ongkirnya mehong,top sudah cuma ongkirnya mehong,"['top', 'sudah', 'cuma', 'ongkirnya', 'mehong']","['top', 'ongkirnya', 'mehong']",top ongkirnya mehong,positif
2025-07-08 16:20:58,Rizki Indra Wijaya,5,bagus banget untuk yang ingin paketnya cepet sampai,bagus banget untuk yang ingin paketnya cepet sampai,bagus banget untuk yang ingin paketnya cepet sampai,bagus banget untuk yang ingin paketnya cepat sampai,"['bagus', 'banget', 'untuk', 'yang', 'ingin', 'paketnya', 'cepat', 'sampai']","['bagus', 'banget', 'paketnya', 'cepat']",bagus banget paket cepat,positif
2025-07-08 16:20:54,Neng Tini,5,"bagus,shopee membatu saya untuk belanja online dgn cepat,dan baik",bagusshopee membatu saya untuk belanja online dgn cepatdan baik,bagusshopee membatu saya untuk belanja online dgn cepatdan baik,bagusshopee membatu saya untuk belanja online dengan cepatdan baik,"['bagusshopee', 'membatu', 'saya', 'untuk', 'belanja', 'online', 'dengan', 'cepatdan', 'baik']","['bagusshopee', 'membatu', 'belanja', 'online', 'cepatdan']",bagusshopee batu belanja online cepatdan,Negatif
2025-07-08 16:20:23,Joko Ko,5,Bagus skli,Bagus skli,bagus skli,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus,Positif
2025-07-08 16:20:04,Akhmad Thohir,5,i like it,i like it,i like it,i like itu,"['i', 'like', 'itu']","['i', 'like']",i like,Negatif
2025-07-08 16:19:49,Firman Evos122,3,shopee kenapa tiba tiba ngelag banget wifi masih kuat,shopee kenapa tiba tiba ngelag banget wifi masih kuat,shopee kenapa tiba tiba ngelag banget wifi masih kuat,shopee kenapa tiba tiba ngelag banget wifi masih kuat,"['shopee', 'kenapa', 'tiba', 'tiba', 'ngelag', 'banget', 'wifi', 'masih', 'kuat']","['shopee', 'ngelag', 'banget', 'wifi', 'kuat']",shopee ngelag banget wifi kuat,positif
2025-07-08 16:18:42,fahreza gobel,5,andalanku,andalanku,andalanku,andalanku,['andalanku'],['andalanku'],andal,Positif
2025-07-08 16:18:09,544rt Nasikin,5,udah bagus si tapi kenapa kadang ko kalo tekan aplikasi shopee malah masuk di chrome/google😅 tolong di perbaiki ka sekian dari saya makasi ☺️👍👍,udah bagus si tapi kenapa kadang ko kalo tekan aplikasi shopee malah masuk di chromegoogle tolong di perbaiki ka sekian dari saya makasi ,udah bagus si tapi kenapa kadang ko kalo tekan aplikasi shopee malah masuk di chromegoogle tolong di perbaiki ka sekian dari saya makasi ,sudah bagus sih tapi kenapa kadang kok kalau tekan aplikasi shopee malah masuk di chromegoogle tolong di perbaiki kak sekian dari saya terima kasih,"['sudah', 'bagus', 'sih', 'tapi', 'kenapa', 'kadang', 'kok', 'kalau', 'tekan', 'aplikasi', 'shopee', 'malah', 'masuk', 'di', 'chromegoogle', 'tolong', 'di', 'perbaiki', 'kak', 'sekian', 'dari', 'saya', 'terima', 'kasih']","['bagus', 'sih', 'kadang', 'tekan', 'aplikasi', 'shopee', 'masuk', 'chromegoogle', 'tolong', 'perbaiki', 'kak', 'sekian', 'terima', 'kasih']",bagus sih kadang tekan aplikasi shopee masuk chromegoogle tolong baik kak sekian terima kasih,Negatif
2025-07-08 16:17:51,Akhmad Torik,5,the best selalu,the best selalu,the best selalu,the best selalu,"['the', 'best', 'selalu']","['the', 'best']",the best,Positif
2025-07-08 16:17:35,Safar perottt,5,the best in market,the best in market,the best in market,the best ini market,"['the', 'best', 'ini', 'market']","['the', 'best', 'market']",the best market,Negatif
2025-07-08 16:16:21,DANI Ardha,5,sukses slalu shopee mantap barang nya ready stok,sukses slalu shopee mantap barang nya ready stok,sukses slalu shopee mantap barang nya ready stok,sukses selalu shopee mantap barang ya ready stok,"['sukses', 'selalu', 'shopee', 'mantap', 'barang', 'ya', 'ready', 'stok']","['sukses', 'shopee', 'mantap', 'barang', 'ya', 'ready', 'stok']",sukses shopee mantap barang ya ready stok,positif
2025-07-08 16:13:56,Ujang Odang,5,bagus .,bagus ,bagus ,bagus,['bagus'],['bagus'],bagus,Positif
2025-07-08 16:13:34,Stevidiana Rorong,5,sangat di percaya...👍👍👍👍👍,sangat di percaya,sangat di percaya,sangat di percaya,"['sangat', 'di', 'percaya']",['percaya'],percaya,positif
2025-07-08 16:13:02,PRODAK TANI,5,Oke,Oke,oke,oke,['oke'],['oke'],oke,positif
2025-07-08 16:12:54,Guntur abdinegara,5,memudahkan ku untuk mendapatkan sesuatu barang,memudahkan ku untuk mendapatkan sesuatu barang,memudahkan ku untuk mendapatkan sesuatu barang,memudahkan ku untuk mendapatkan sesuatu barang,"['memudahkan', 'ku', 'untuk', 'mendapatkan', 'sesuatu', 'barang']","['memudahkan', 'ku', 'barang']",mudah ku barang,Negatif
2025-07-08 16:12:15,frisca merdiyanti,3,kenapa tiap log in video muter mulu sih? udah ngelag ini bikin berat aja,kenapa tiap log in video muter mulu sih udah ngelag ini bikin berat aja,kenapa tiap log in video muter mulu sih udah ngelag ini bikin berat aja,kenapa tiap log ini video muter mulu sih sudah ngelag ini bikin berat saja,"['kenapa', 'tiap', 'log', 'ini', 'video', 'muter', 'mulu', 'sih', 'sudah', 'ngelag', 'ini', 'bikin', 'berat', 'saja']","['log', 'video', 'muter', 'mulu', 'sih', 'ngelag', 'bikin', 'berat']",log video muter mulu sih ngelag bikin berat,Positif
2025-07-08 16:12:03,Adebagus Bagus,5,produk bagus dan ga murah,produk bagus dan ga murah,produk bagus dan ga murah,produk bagus dan tidak murah,"['produk', 'bagus', 'dan', 'tidak', 'murah']","['produk', 'bagus', 'murah']",produk bagus murah,positif
2025-07-08 16:11:52,Ninditya Firdaus,5,sangat bermanfaat untuk cetakan nasi.dwngan model dan desain yang unik dan lucu,sangat bermanfaat untuk cetakan nasidwngan model dan desain yang unik dan lucu,sangat bermanfaat untuk cetakan nasidwngan model dan desain yang unik dan lucu,sangat bermanfaat untuk cetakan nasidwngan model dan desain yang unik dan lucu,"['sangat', 'bermanfaat', 'untuk', 'cetakan', 'nasidwngan', 'model', 'dan', 'desain', 'yang', 'unik', 'dan', 'lucu']","['bermanfaat', 'cetakan', 'nasidwngan', 'model', 'desain', 'unik', 'lucu']",manfaat cetak nasidwngan model desain unik lucu,positif
2025-07-08 16:10:06,Yassy Gunawan,5,respon cepat tepat waktu pengembalian barang mudah dan banyak jg voucher yg diberikan,respon cepat tepat waktu pengembalian barang mudah dan banyak jg voucher yg diberikan,respon cepat tepat waktu pengembalian barang mudah dan banyak jg voucher yg diberikan,respon cepat tepat waktu pengembalian barang mudah dan banyak juga voucher yang diberikan,"['respon', 'cepat', 'tepat', 'waktu', 'pengembalian', 'barang', 'mudah', 'dan', 'banyak', 'juga', 'voucher', 'yang', 'diberikan']","['respon', 'cepat', 'pengembalian', 'barang', 'mudah', 'voucher']",respon cepat kembali barang mudah voucher,positif
